Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
33717.5,1.421005,-0.557861,-1.753108,1.950845,-1.926057,3.810819,-0.994755,2.682714,-0.276027,2.265737,-1.007042,0.024627,1.001466,0.782232,1.231222,-0.514554,0.08418,1.160539,-0.611221,0.460153,-0.162341,0.139537,0.051983,-0.435016,-0.12745,0.06173,-0.037285,0.471821,74.62,0
33728.1,2.019911,0.561703,-1.430192,-1.492397,3.450514,-1.701844,0.184706,0.562813,-0.465832,-1.436492,-1.075599,-0.714505,-0.882924,1.568677,-0.010208,-0.552901,0.106166,0.620952,-0.29867,0.724926,-0.94159,0.793884,-0.005504,-0.026496,-0.338807,-0.522973,-0.60494,-0.228833,35.05,0
33780.1,1.175346,-1.862032,-2.901907,-1.646418,-0.672746,-0.582234,-0.209093,1.610101,1.869255,2.874496,-2.226725,-1.118989,0.869226,-0.536429,0.962806,0.21862,1.567506,0.96934,0.919548,-0.331023,-0.072193,-0.206894,-0.925845,0.812199,0.364412,-0.146956,0.473519,-0.18911,63.17,0
33781.7,-3.676269,1.951313,-2.396117,-0.354571,0.360334,0.64958,1.376295,0.905698,0.822802,-1.133411,0.403223,-1.968367,1.943994,-1.657104,-0.387499,-1.392145,-0.724758,0.012483,-0.458257,0.919635,0.168075,-0.31375,-0.082128,0.673094,0.444337,-0.485032,-0.247051,0.142437,10.36,0
33943.9,0.706733,-2.034628,1.403919,-1.613472,2.279282,0.89222,-1.836233,-0.824968,-0.817667,0.229157,-0.279524,-1.497621,-1.735078,0.648661,0.320161,0.111401,0.268726,-0.575366,0.15946,2.040206,0.87005,-0.195477,-0.321777,-1.578539,0.522473,0.335036,-0.197389,-0.429512,21.21,0
33997.0,-2.310535,0.860815,-0.167431,1.25255,0.151115,1.629168,0.599533,1.292307,-3.126786,-1.769229,-0.499297,1.411436,2.340215,-0.194042,-0.684064,-2.063578,0.857167,-0.511473,2.56389,-0.594262,1.559463,0.507227,-0.632192,0.128109,0.377119,-0.095941,0.304157,0.244787,70.53,0
34156.9,1.192677,-0.03191,-2.201925,-0.139067,0.307787,-3.161493,0.274537,-0.150938,-1.940137,-0.477309,-0.427345,2.52342,0.273925,1.224068,-0.131779,-1.978023,0.667362,-0.61187,-0.290853,-0.846277,0.053902,0.721954,0.573461,0.875342,0.84478,-0.871391,-0.43324,-0.542457,16.12,0
34181.5,1.263861,-1.342525,-0.91676,-0.392282,0.66879,-2.503041,-2.042156,0.002021,1.793679,-0.036403,-1.084867,-2.808584,1.185552,-0.86949,-1.283429,-1.810621,-1.428441,-0.893573,-0.207002,-0.97147,0.137562,-0.167037,1.366114,-0.9406,0.078945,0.074113,-0.374054,0.028576,88.82,0
34249.7,1.539189,0.186908,2.594586,-3.944034,-1.472349,2.485743,1.479509,0.842798,1.845256,-2.747066,1.090281,1.391565,-0.819716,3.106395,0.21962,-2.31459,0.378448,-0.669203,1.009663,0.440385,-0.442905,1.018329,0.577589,-0.456889,-0.074333,0.220168,-0.132214,-0.10032,7.36,0
34315.3,0.07345,-2.064491,-4.184368,0.4331,-3.476892,-1.673454,-2.8739,-2.570352,0.637954,-0.318642,-0.354104,-1.72042,-0.816168,0.444775,-0.058261,0.868378,0.957943,-0.234471,-1.605283,-0.608118,-0.072362,-0.526286,-0.648399,0.038493,1.188148,-0.207932,-0.001018,-0.393611,26.33,0
34480.9,2.486802,1.69441,1.510005,2.462741,-0.747056,-0.50963,2.773803,0.986587,-3.320613,0.65191,-0.797142,1.174276,0.50797,-2.056419,0.300692,0.222329,0.36077,0.535029,1.296504,0.332644,0.016962,0.778067,1.37887,0.504983,0.100812,0.184226,0.092934,0.005556,17.98,0
34521.2,4.330342,-1.450944,2.164379,-0.227941,-2.587992,-0.31735,-0.886992,0.900593,0.136612,-1.464905,2.015826,1.425249,1.973758,0.279969,-0.039968,0.742647,-0.573197,0.120907,-0.152254,-1.174239,0.094411,-0.298878,-0.149125,0.200755,0.622127,-0.361513,-0.122158,-0.229525,581.69,0
34591.7,-1.660361,-1.151702,-0.368162,1.061079,0.560187,-1.781,2.099416,1.472584,-1.348441,1.754559,0.448027,-0.204551,0.445611,-0.030448,0.609681,0.197722,-0.334927,-1.883269,0.456892,-0.300308,0.576257,0.326469,-0.213749,0.564538,0.100145,0.0697,-0.050129,0.505067,15.37,0
34657.2,-1.426533,-0.625033,-2.318858,1.316191,-1.017683,-0.792097,-0.838586,0.0978,-1.871507,-3.215318,0.627224,-2.763281,1.062927,1.841372,-0.183687,1.371687,-0.024077,1.486702,-0.395389,-1.900664,-0.059194,1.157619,0.328906,-0.284382,0.160796,0.413627,-0.031076,0.787917,40.62,0
34793.0,-1.034836,1.9419,1.427927,-1.267465,-0.741984,1.715685,0.234878,0.527141,-2.447892,0.940265,0.393703,-0.083556,0.44911,-0.483483,-0.662054,-0.255324,-0.460765,2.027085,0.790288,-0.778362,1.508367,-0.293381,0.01811,0.495241,-0.963106,-0.100955,-0.208099,0.061524,2.25,0
34825.2,0.740099,-0.149654,-0.231724,1.929071,0.527042,0.069809,0.239879,2.862627,0.258371,-0.737376,-2.616036,-1.87474,-0.581188,-0.128045,-0.621473,0.370652,-0.564297,-0.850136,0.530958,1.100587,-0.820124,0.165185,-1.171225,-0.813727,-0.287841,0.483388,-0.282641,-0.24483,6.04,0
34867.9,0.072175,0.071832,-1.471395,3.597268,-0.463894,0.191412,-0.651776,0.68603,1.847862,2.384585,-1.044586,1.439188,0.684047,1.151397,-0.102769,-0.197432,0.928783,0.88751,1.356958,0.159573,-0.079196,-1.667234,-0.990627,-0.217568,-0.538295,0.346759,-0.475489,-0.150391,35.41,0
34882.7,-0.924053,2.333632,-1.139884,0.819369,0.342123,1.522208,1.379238,-0.052142,-2.538159,-0.332162,-0.027347,0.373931,-0.917846,1.347954,0.015234,-0.971636,-0.454834,1.79283,0.575794,0.842648,-0.771546,-0.466873,-0.418949,0.101758,-0.085068,-0.208488,-0.132144,-0.238211,17.87,0
34902.0,-0.359679,2.15634,-2.835735,0.627513,2.412606,-0.308704,-0.857954,1.441117,-1.472688,-0.032525,-1.424972,-2.444984,-0.189136,-1.492678,-0.013054,1.176976,1.84052,0.086948,0.88332,0.320648,-0.283788,-1.304571,0.999992,-0.578949,0.676021,0.22864,-0.354256,0.0936,18.29,0
34920.8,4.265822,2.974616,-0.960862,-1.289476,0.175178,-0.278921,1.946241,1.153211,-2.532095,0.657435,-0.245421,0.048515,0.309796,1.416276,1.09368,-0.791395,-0.058178,-0.416959,-1.4576,-0.087901,1.366485,-1.160385,-0.014794,-0.03098,0.140671,-0.41005,-0.517262,-0.413579,16.61,0
34968.4,2.661868,-1.903499,-0.936217,3.811723,-1.283588,0.577007,1.725739,1.583771,-1.992433,-1.022472,0.414351,2.522012,-0.947658,-0.583195,0.469302,0.654084,0.675215,-0.786797,-0.461108,0.173199,0.935045,-0.161639,-0.013712,-0.566161,0.910911,0.065705,0.391185,0.008969,19.65,0
34975.5,0.170534,-2.906154,-4.030687,2.267339,0.136457,0.34787,-2.026243,-1.408111,1.589519,2.494206,-0.851376,0.877902,0.236475,-0.142403,2.07145,-0.47838,1.231522,0.354582,-0.014637,1.102695,0.214914,-0.065356,0.848101,0.689408,0.587627,-1.655917,0.159768,0.063635,3.15,0
34995.9,-0.069727,1.181166,0.488303,1.227585,-0.468437,2.524712,1.263621,0.84594,0.738729,1.65877,1.400091,-0.147439,1.232386,0.205639,2.144118,1.158713,-0.620975,2.166698,-1.821768,0.512244,-0.515739,1.2757,0.155429,-0.438057,-0.130286,-0.304082,-0.110986,-0.098594,22.11,0
35042.2,-1.502312,0.523124,0.733183,-1.804422,-2.898899,0.524019,0.862893,1.138597,0.82472,2.254227,1.366352,3.503627,3.858583,-2.077166,-2.45754,-0.007802,0.500497,-0.070545,0.60977,-0.217195,-0.514038,-0.367959,-0.123066,0.465494,-0.237962,-0.123079,0.206968,-0.059639,18.86,0
35227.1,2.233421,-1.781118,-2.12963,0.551717,0.706756,-1.457617,2.17961,3.001476,-0.939456,2.131798,-3.264403,1.406917,-1.067438,1.153212,-1.075205,-0.072292,-0.804115,-0.19883,1.585934,-0.08675,1.563186,-0.261495,0.917159,-0.897141,-0.140071,-0.228343,0.55813,0.055575,88.21,0
35319.9,-4.176166,-2.53777,-1.897804,1.691669,1.407272,-0.506229,-0.889805,1.117035,-1.690101,0.655992,0.510488,-0.359,0.494888,0.120623,0.556373,-1.408219,0.60995,0.954359,0.278158,0.483199,-0.081422,0.604125,0.040115,-0.633494,0.400995,-0.696025,0.102639,-0.115267,66.83,0
35491.4,-0.896251,0.333149,-1.329259,0.927662,0.099289,-1.040255,2.170825,0.319309,0.943865,2.030444,1.918763,0.758016,-0.376641,-1.689169,0.231187,1.155395,0.35169,-3.202187,0.754054,0.748649,-0.223128,0.66989,0.386082,-0.378298,0.621525,-0.539851,-0.020778,-0.047101,0.82,0
35565.7,-1.650876,0.58846,2.455728,2.259799,1.265072,-2.857943,-2.167212,0.259101,-0.051226,-0.713914,2.610998,0.138402,0.675003,1.167178,0.061472,2.73501,-0.933407,-0.563422,-0.817116,1.255914,0.594138,-0.368814,-0.531124,0.764254,0.176825,0.600734,-0.021832,0.153461,10.16,0
35737.4,0.600455,-1.208927,-0.270137,-2.144905,0.863772,1.282845,1.606262,1.039316,-0.19184,2.224491,1.222793,1.815396,1.806046,-0.148394,0.43385,0.817597,-1.14063,-1.047668,-1.12607,-0.08688,-0.246902,-0.973066,0.091828,-0.052767,0.577984,0.85738,0.165675,-0.208989,213.26,0
35767.0,1.293449,0.01802,-0.450013,-1.560455,-0.811525,-0.299611,1.304423,0.796821,2.731603,0.966551,0.581441,-0.400368,-1.291065,-0.673319,-0.782783,-2.703179,-1.00116,1.489462,0.319454,-0.302614,0.29517,-1.323974,0.173438,0.704986,-0.059212,-0.754736,-0.150245,0.383779,72.76,0
35773.1,0.517259,-2.747319,4.437112,-2.270787,-0.424668,-1.748188,-1.680625,-0.705021,0.951869,1.849762,-0.529193,-1.320669,0.59564,0.60015,0.268865,0.291059,-0.111733,0.091244,-0.157431,0.860159,1.650711,0.121765,-0.004041,0.141198,-0.321651,0.325824,0.160131,-0.126141,44.21,0
35893.5,1.804134,0.036784,-1.817958,0.636795,0.414298,1.618482,1.348954,-0.170312,-0.706382,0.002499,0.497868,0.632464,0.375091,-0.107234,1.114958,-0.711763,2.461038,0.709373,-0.977154,0.148869,0.572358,-0.236795,-0.919237,-0.573409,0.265023,-0.747337,-0.526058,0.16105,13.42,0
35942.1,-0.445098,-1.347752,-0.927165,-2.663807,0.846896,-1.359175,-0.869109,0.540728,-0.383991,-1.010003,-2.726267,0.480375,0.098302,-0.611284,-1.16035,0.013472,0.476913,0.09088,1.419657,0.56643,-0.079469,0.500389,0.029918,0.02494,0.633778,-0.382506,0.008461,0.356913,59.63,0
36008.0,0.617981,-0.714869,-3.19747,-4.111851,3.629472,0.5199,-0.947496,0.544894,-1.418001,-0.474722,-1.289437,-1.847724,-2.619537,-1.887603,1.142329,-1.041709,0.53093,0.889328,0.014369,-0.23996,0.098535,-0.282376,0.740181,1.035569,0.708797,-0.916407,-0.158625,0.001248,3.98,0
36125.2,0.926116,-3.345872,-3.267343,2.366741,-0.977423,-2.506555,-1.790351,0.608851,-1.230775,0.34633,-1.341219,-2.28038,1.772562,0.470454,-0.373307,-0.550326,1.454049,0.549904,0.993905,-0.469116,0.037531,0.272601,-0.338191,-0.05272,-0.285321,0.16997,-0.479617,0.171591,12.44,0
36449.5,0.621426,-0.393816,0.842428,-0.660948,-1.171488,0.916279,0.952267,-0.790966,-0.887382,-0.262262,-0.756452,1.993952,0.393836,0.01725,-1.04327,0.780044,-0.607074,-0.606813,0.669599,0.311293,-1.854406,-0.106934,0.077171,-0.187407,0.0784,-0.770793,-1.027556,-0.29264,37.11,0
36594.2,0.564494,-6.24686,-1.580868,-3.482334,-0.424143,3.299423,-0.352308,-0.167625,1.255738,0.030539,-0.294618,1.211504,0.587237,0.341006,-0.155228,-0.365291,0.910377,-0.312786,1.067086,-0.841595,1.062062,0.319938,-0.59547,0.280881,-0.317926,0.014238,-0.176628,-0.039874,50.86,0
36625.8,1.882862,1.004376,-2.109018,-1.934441,0.473356,0.578334,-1.0941,2.481273,1.217229,-0.896659,-0.989757,-0.297845,-0.412974,1.484127,1.101207,0.037018,0.672884,0.765062,0.050493,0.323586,0.440139,0.330488,-0.47882,-0.373995,-0.141091,-0.300987,-0.534681,0.202786,31.81,0
36659.1,0.692816,-2.594403,-0.451496,-0.333762,0.318066,-1.82324,-2.19648,0.810385,-2.295262,-0.333484,-0.446847,-0.161183,0.314493,1.888682,-1.789062,0.925281,-2.493549,1.295635,-1.770487,1.958139,-0.288717,0.874593,0.666555,-0.240877,-0.175877,-0.356568,0.285786,-0.12704,39.34,0
36681.5,-1.637967,1.040724,-1.681375,-0.595823,0.187237,-1.082613,-0.797401,2.393437,-0.305596,-0.515465,-0.239986,0.594158,-1.286586,0.504747,0.28614,-1.888025,1.780965,1.358016,-0.693821,-0.902098,0.168927,-0.966418,0.838781,-0.258517,0.792883,-0.351135,-0.040725,0.380164,29.87,0
36819.3,-0.646479,0.527052,2.047723,-1.007064,-2.205707,-2.458197,0.946458,0.606206,1.588563,-0.392797,-1.96064,-3.076006,3.56902,0.62255,0.153004,0.29412,-1.420736,-0.738937,1.510886,0.529116,-0.565628,-0.831508,-0.317056,-0.174071,1.001805,-0.080188,-0.431763,-0.017581,16.81,0
36950.0,0.528677,-2.480466,0.753688,2.189481,0.242418,-1.343202,-0.857945,-2.586555,-0.200257,0.445451,-1.228719,2.535978,0.985948,-2.118133,-1.982308,-1.038692,1.561532,0.828227,1.407217,0.008205,-0.155177,-0.845534,0.214991,-0.108256,-0.114729,0.68917,-0.045859,0.399294,122.59,0
36995.1,-3.176149,5.206973,-0.699536,1.280789,1.514373,-0.838138,1.328649,1.35812,-1.067075,-1.005197,0.062087,-0.150998,1.733673,0.830189,-0.07877,0.639749,-2.031493,-0.572011,0.249445,0.896423,0.147977,0.988362,0.533622,-0.269485,-0.068459,0.173957,-0.162838,0.459387,226.25,0
37035.6,2.782548,-3.486856,4.735364,-3.313923,1.301922,-1.959157,2.809198,-1.993289,-0.613374,0.849622,1.194258,0.79511,1.365989,2.237126,1.518279,-0.980919,0.639206,-0.654952,-0.285704,-1.21991,-0.145873,0.318244,-0.001302,-0.63654,-0.722201,0.882981,0.12993,-0.255552,12.22,1
37072.3,0.923567,4.240535,1.162792,-5.04769,4.636599,-3.116323,-0.334197,-1.767271,-1.107262,0.407654,-2.838069,-0.117988,1.427804,-0.996273,-1.55506,-0.147044,-0.335835,-0.553341,-1.0299,0.417271,0.440936,-0.722272,-0.570089,0.075323,-0.471764,0.076097,0.532847,-0.017947,5.99,0
37182.8,-2.427233,0.759519,-0.332938,-0.271951,0.830935,1.164526,0.057592,-0.094616,3.087669,1.720794,1.142267,0.17154,-1.251592,1.331986,0.161396,-0.609234,-0.241339,-0.898192,0.916352,0.548959,0.134543,-0.028999,-0.418485,-1.175485,-0.690764,-0.316312,-0.324114,0.086808,18.51,0
37194.1,1.622987,-0.248792,2.640415,-1.417915,-0.236939,-0.085923,1.771769,0.165105,0.199859,-2.371942,-1.233205,1.432856,-2.582648,1.586721,0.558884,-0.78905,-0.825886,1.762536,1.223218,-0.095995,0.099698,-0.437967,0.082867,-0.371895,-0.038399,0.771066,-0.034704,-0.314407,27.23,0
37237.6,-2.732744,0.246232,-1.425974,0.446626,-2.831131,1.163199,-1.719823,0.072189,-0.506202,2.463024,0.235004,2.543524,0.697813,1.684091,-0.233545,0.364698,1.209617,0.841278,0.460194,-0.263562,-0.117612,0.771082,0.827486,-0.327172,-0.363615,-0.385094,0.301151,-0.278843,1.73,0
37311.8,1.635207,1.057022,-1.021542,2.832323,-2.556245,2.79662,0.517304,-3.233072,2.381924,1.393505,-0.586809,-1.261283,-1.952616,2.853805,-1.03282,-1.333788,0.265935,-1.522634,-0.850675,0.79966,0.34386,-0.261873,0.011255,-0.244178,-0.03031,-0.324475,-0.210605,-0.183203,122.26,0
37386.3,-1.451722,2.022094,1.443257,-1.688613,-2.087977,-0.26504,3.496355,-1.602459,-0.241239,0.127166,-0.14888,-0.599067,1.437433,0.536934,0.946049,0.622123,0.887326,1.472911,1.153571,1.868454,0.901734,-0.453736,0.52094,0.392055,0.938811,-0.411938,0.202516,-0.204321,11.41,0
37432.3,1.02509,-0.415972,0.89856,-2.554279,1.386677,0.347248,0.246891,3.040912,-0.572308,0.49058,0.137408,0.258918,2.764912,0.075387,-0.634513,1.974842,-0.30541,-1.492221,-0.642065,-1.001887,-1.333308,-0.246044,-0.04317,0.651477,0.307707,0.24867,-0.324202,0.26548,9.1,0
37483.1,2.782466,0.764298,0.791829,-2.290498,1.84331,3.001029,0.523901,-0.926757,-0.242392,-0.602603,-0.49395,0.847178,0.347778,1.186133,0.414861,-0.912093,-0.496983,-0.523234,-0.161607,1.442418,1.448074,0.56703,0.073018,-0.75143,0.10756,-0.336485,0.591819,-0.481832,16.32,0
37606.2,5.768969,-5.7926,3.33925,-1.539913,4.030376,-1.93322,2.726818,-2.246859,1.353447,0.636948,1.102173,-1.214638,0.07379,0.861606,-0.950086,-1.21339,0.769554,-0.544935,-1.151445,1.00098,-0.748456,-0.186337,-0.341601,-0.194129,-0.410095,0.287721,0.052133,0.286764,57.17,1
37792.1,-1.218336,4.131742,-3.569453,-2.870855,3.064652,0.798848,0.553804,0.67247,0.854695,0.429667,-1.323647,1.069709,0.822177,1.687665,1.973336,0.348836,-1.218456,1.64779,-0.882397,0.271623,-0.190173,-0.291868,0.469903,0.134905,0.250918,-0.347422,-0.063183,-0.23086,26.26,0
37818.4,-0.398143,-0.230047,3.456363,-0.469781,-3.715861,2.350988,0.728799,-0.204279,-0.654204,-1.35726,2.655844,0.067782,-2.162535,0.387219,1.349125,0.165125,-0.894915,-0.921332,-0.79501,1.222962,-0.053084,-1.137802,0.236171,0.077831,-0.21946,-0.434618,-0.386154,0.32599,63.28,0
37875.9,0.495026,0.927151,0.458696,0.593481,-0.818823,-0.346861,1.889746,2.205713,-1.828612,-0.298504,1.150132,2.460645,2.21755,-0.940173,1.426163,0.061894,1.03668,0.732807,-1.095436,0.442016,0.74496,-0.013661,-0.151439,-0.867326,0.334213,0.088911,-0.334719,-0.097752,113.37,0
37943.4,0.309006,-1.082098,0.005017,-3.169322,2.358989,0.02681,-1.783396,-3.835324,1.539891,0.799931,0.288717,1.12914,1.07134,0.229725,-0.284343,-0.440316,0.417824,1.298722,-0.089183,1.18665,0.276409,0.258024,1.478697,0.912034,0.820653,-0.339724,0.795681,-0.024665,63.35,0
38043.3,-0.454982,-4.182544,0.611493,-1.962074,0.713688,-1.957452,2.916269,0.860047,3.411363,-1.466334,2.122949,-2.35688,0.258938,-0.746251,-0.501048,-0.545191,-0.907941,-1.171044,-0.383437,0.093252,0.861996,0.200182,0.717206,-0.815735,-0.211674,0.302835,0.124566,-0.258353,7.91,0
38153.9,1.868138,-1.029096,-1.456837,0.881916,0.010785,-0.881204,-0.903364,-1.668091,-0.592157,1.57668,0.335125,1.253273,0.642219,-0.723358,-1.844595,-0.978346,-0.666264,-0.695905,0.850217,0.780066,1.638429,-0.517633,0.982135,0.878144,-0.113551,0.2017,0.45034,-0.017677,21.52,0
38425.2,-0.272784,-1.215176,-4.422887,0.127632,-1.240957,-1.812162,0.684889,-2.262972,1.206134,0.693159,-0.548413,-0.082772,-1.481164,0.886511,0.20957,0.276397,0.498173,-0.597208,-1.316517,0.7694,0.510162,-0.362854,0.251527,0.694215,0.556698,-0.24046,-0.540365,-0.395165,27.82,0
38636.4,-0.623452,2.832562,-1.365161,-1.080016,-1.078452,-0.896065,-0.018212,-1.99593,1.622524,-0.207577,3.397333,-1.534335,1.9785,1.643849,-0.460476,-0.417008,-0.914473,-0.845797,-0.000525,0.016633,-1.18693,1.554487,-0.159555,0.036208,-0.306161,-0.113726,-0.129896,-0.000879,35.47,0
38697.8,-0.02918,1.559056,0.425827,1.275535,-0.017151,0.389703,-0.391451,1.564111,0.482739,-0.226574,-0.257506,-0.14282,0.037886,-0.06659,-0.625075,0.807395,0.821942,1.658326,-0.523146,0.535619,-1.414176,0.561907,-0.895528,-0.543205,0.162421,-0.264713,-0.275254,-0.145445,44.13,0
38779.1,1.459252,-1.807043,-0.10149,-0.685789,1.433291,1.428905,-2.977235,1.629597,-0.913872,0.338685,-1.286653,0.485224,3.175012,0.150244,-0.514348,-0.245059,-1.458148,1.346999,0.271165,-0.843003,-0.752828,0.010358,0.573005,-0.635176,0.544333,-0.039029,-0.337644,-0.140307,26.93,0
38826.3,3.497108,-2.689021,-1.371622,1.725235,0.378399,-1.333387,1.565109,1.578431,0.495859,-0.877768,-0.628047,0.372188,-1.632623,1.568753,1.901715,-0.249063,0.353467,1.102357,1.694819,1.251352,-1.285583,-0.213875,0.307831,-0.272735,0.871575,0.693993,-0.296152,-0.04872,22.12,0
38910.7,-1.499108,-0.377971,-0.422477,1.728267,-1.553168,-4.409708,-2.602925,-1.603389,-0.981109,0.268283,-1.479718,-1.583402,-1.156646,-1.318125,-0.620212,-0.63047,0.683953,-0.919896,-0.309917,-0.438037,0.599174,-0.104567,0.645984,-0.635938,-0.024135,-0.245287,-0.445009,-0.020253,73.18,0
38982.4,3.465856,-1.652116,-0.23886,-2.376597,-2.550946,-1.326666,-0.729972,-0.632409,-0.3382,-2.36261,-0.857778,0.656003,-1.690261,-0.419598,0.327551,-0.825726,0.338995,-1.414084,0.76999,0.293995,0.041234,0.762377,-0.202489,-0.340965,0.671022,0.78403,-0.251692,-0.034123,20.92,0
39040.5,2.090085,-0.15137,1.114303,1.413398,-0.982992,0.706555,-0.010046,-1.897414,-1.480814,-0.935131,1.272416,1.256887,0.933225,0.519983,0.461754,0.29298,0.404578,0.441911,-1.217166,-0.635125,-0.762164,0.750398,1.016965,-1.196993,0.76502,0.036937,0.36758,0.15194,77.35,0
39339.8,2.88079,0.406279,-2.555215,-0.191389,0.901443,-0.363934,1.066987,-0.102439,-0.891058,-1.556569,-0.536932,0.267458,-2.438354,-0.921646,-2.233337,-0.651357,1.188446,-1.102649,0.609405,2.289611,1.076695,0.090492,0.527778,-0.755862,-0.769225,0.012223,0.144681,0.328321,65.11,0
39375.6,-1.137524,0.374614,0.298187,-0.237969,-0.126697,-1.440335,0.453748,0.304133,-0.658388,0.954276,1.40851,0.885607,-1.297263,0.11773,-1.019453,0.101919,-0.900814,1.187289,0.678887,0.926662,0.779053,-0.183406,-0.261671,0.961174,-0.080725,-0.576951,0.365673,0.043133,140.23,0
39392.8,3.011888,0.470641,-0.037484,2.763974,-2.689467,-0.986444,-1.4395,-3.422698,1.306531,-0.798966,1.24069,0.508695,0.755555,-0.538046,-0.854826,0.094748,0.91236,-0.046837,-0.608345,-0.963655,0.151232,-0.375535,-0.044107,-0.131771,-0.217277,0.125139,0.201264,0.589584,31.86,0
39442.1,1.515935,3.087022,-1.534118,-2.899489,-0.025226,1.445935,1.13744,1.888858,-3.795423,1.795934,0.459708,-2.018654,0.900391,0.200241,0.426412,1.054615,0.427088,-1.369182,-0.123956,-1.300107,0.480787,0.947513,-0.763263,-0.370549,-0.431381,-0.19333,0.149694,-0.132921,138.72,0
39510.0,1.30506,2.06368,2.064778,-2.02515,2.422809,2.470603,2.518792,-0.246074,-1.124979,-1.410746,-1.509847,0.015284,1.055105,1.543675,-0.543105,-0.040838,-0.103416,-0.590575,0.63765,0.291622,0.105054,0.242851,0.378389,0.334112,-0.409928,0.38177,0.092688,-0.130385,17.04,0
39684.6,0.468459,0.667266,2.027343,-1.894704,2.316269,0.03904,-0.821093,-0.836945,-1.498343,-2.495311,0.928289,2.589826,-2.013032,-1.122913,0.84066,-0.048172,0.828238,-0.094562,-0.50321,-0.18151,-1.764511,-0.775028,0.583016,0.657752,0.687459,0.187778,-0.818869,-0.190502,37.14,0
39781.0,2.649311,3.143916,2.553703,-0.427879,-2.284088,-0.068472,0.02402,2.441121,0.340843,0.02391,0.100716,0.522778,0.77957,-0.856028,-1.182968,1.446701,-1.628885,1.522499,-1.655922,-0.469798,0.719892,0.000232,-0.809389,0.235325,0.032758,-0.092021,-0.226461,-0.010382,61.44,0
39861.4,-1.163843,4.71578,-0.44981,-0.676915,-0.94686,2.994491,-2.658931,0.560448,-0.358049,-2.040207,-1.122438,0.414388,-1.075689,0.30667,1.93409,0.180078,-1.442746,-0.787207,-0.247352,-0.283093,0.112603,0.211767,1.063954,-0.002053,-0.563295,0.491436,0.458431,0.069733,7.3,0
39873.0,-0.492789,1.205895,-0.395579,-3.723117,0.985037,1.503609,2.337764,-1.139442,0.33841,0.355179,0.117006,0.150164,0.046214,0.250178,0.828465,1.288081,-0.75073,-0.160176,-0.36626,-0.454633,-1.19706,0.016417,0.294693,-0.085592,-0.004379,0.178223,0.512184,-0.125929,15.31,0
39965.3,-2.343224,-0.175186,3.529933,-2.10252,1.136534,1.951298,-3.837422,0.639643,0.902881,-0.38318,-0.88586,-0.772236,-0.408885,-0.356921,-0.548943,-0.363613,1.181971,-1.128969,-1.515851,0.969898,-0.142235,-0.263135,-0.068378,0.11549,-0.256203,0.215489,-0.349266,-0.090548,11.01,0
40188.1,-4.429393,2.270667,-0.330001,1.213633,0.833123,0.926538,-0.012614,0.605347,-1.438366,-1.678689,-0.138553,-0.888745,1.773911,0.443226,-0.801398,-0.286626,0.132021,-0.063218,0.235513,0.055178,-1.030116,-1.457835,-0.2297,0.309309,-0.177158,0.526685,-0.017018,0.407159,22.89,0
40200.3,2.303807,2.036382,-2.25547,0.031044,2.137589,0.458951,0.899295,-2.164076,2.871078,-1.134303,-2.733101,-0.459064,-3.045758,-1.282055,2.861743,-0.401154,-1.417211,0.023518,-0.778097,0.694817,-0.658922,0.183497,-0.705229,1.434278,0.246216,-0.061975,-0.106333,-0.16608,12.95,0
40236.9,-1.521827,-1.527154,3.145313,-1.000845,-3.72254,-1.964872,1.504975,-0.393439,-0.200626,1.676734,-1.065006,0.826828,-0.831143,0.680388,-0.437492,-0.254969,0.814059,0.695386,-0.143371,-0.379046,1.184554,0.399435,-0.24048,-0.360406,0.501061,0.049152,-0.059364,0.034493,27.88,0
40527.7,0.675594,-0.109809,2.255798,2.280802,0.929819,2.316656,0.013784,1.076405,1.502964,1.460622,1.255258,0.825221,2.435537,-0.637641,-0.173617,-0.226428,-0.365341,-1.848821,1.191549,-0.824633,0.125789,-0.963706,0.381625,-0.433422,-0.555359,0.082776,-0.254341,-0.172248,22.34,0
40624.8,0.343579,1.549609,-1.533743,-1.79516,0.041053,0.90874,2.372914,-1.670481,-0.475773,1.685293,2.70387,-1.298375,-0.91941,0.450263,-0.646216,-0.801411,0.24266,1.440387,-1.134885,1.204217,-0.425755,0.23437,0.978079,0.17953,-0.14544,0.30589,-0.062853,0.156405,17.54,0
40652.3,4.590638,-2.431081,0.744188,-4.581836,-0.219193,-1.92604,-0.989295,-2.292641,-0.671112,1.32132,-0.710525,-2.204609,0.730087,1.654575,0.141339,-0.257484,1.453618,0.679734,0.476565,-0.552707,0.40381,-0.973477,-0.344156,0.760104,0.658916,0.169827,-0.688375,-0.370798,13.63,1
40780.3,-1.358945,-0.332587,-2.343363,-0.446102,3.089494,0.675483,0.354985,-1.586633,-2.452407,-1.760415,-2.301385,0.098102,0.477725,-1.140472,0.165451,1.550605,1.943196,0.716196,-0.151528,0.593217,1.001341,-1.360455,0.911198,-0.300531,-0.261537,-0.151173,0.116179,-0.333376,10.82,0
